4.801,7.243,6.755,5.29,4.801,5.778,7.243,6.266,3.825,0.407,-1.058,-0.081,1.383,1.383,-1.058,-4.476,-5.452,-3.011,0.895,3.337,2.36,-0.57,-2.523,-2.523,-0.081,1.383,-0.081,-2.523,-3.499,-2.035,1.872,6.266,5.29,2.848,-1.546,-4.476,-4.964,-3.499,-2.523,-3.011,-4.476,-5.941,-4.964,-2.035,0.895,3.337,3.825,2.848,2.36,2.848,4.313,5.29,4.801,2.848,1.383,1.872,5.29,10.173,13.59,12.614,8.219,3.825,1.872,3.337,7.243,8.219,6.755,3.337,1.872,2.848,4.801,6.266,5.778,3.825,3.337,5.29,8.219,10.173,10.173,8.219,6.755,5.29,5.778,6.755,7.243,7.731,7.243,4.801,1.383,-3.011,-6.917,-9.847,-10.335,-8.87,-5.452,-1.058,3.337,5.778,6.266,6.266,6.266,6.755,6.755,5.29,2.36,0.407,1.383,6.266,12.126,15.055,14.079,10.173,6.266,5.778,8.708,13.102,16.032,16.52,15.544,13.59,11.637,8.708,5.778,3.337,4.313,8.708,14.079,18.473,19.45,17.008,13.102,9.196,7.243,7.731,9.684,13.102,17.008,20.426,22.38,22.38,20.915,20.426,21.403,23.844,26.286,28.239,30.192,32.633,36.051,41.423,45.817,47.77,45.329,40.934,38.005,38.493,40.934,43.864,43.376,40.446,35.563,32.145,30.192,28.727,26.286,22.38,18.962,17.008,17.985,21.891,25.309,27.262,27.262,26.286,26.286,26.286,25.309,22.38,17.497,12.614,10.661,11.149,13.59,15.544,15.544,13.102,8.708,2.848,-2.523,-5.941,-6.917,-5.452,-2.523,0.895,2.848,4.313,4.801,6.755,9.196,11.637,13.102,12.614,11.149,8.708,8.219,8.708,8.708,8.219,6.266,3.825,0.895,-0.57,-1.058,-0.57,0.895,1.872,2.36,1.872,0.895,0.895,2.36,5.29,7.731,9.196,8.708,7.731,7.731,9.684,12.126,14.079,13.59,10.661,7.731,6.266,7.243,10.173,13.59,15.544,15.544,13.102,10.661,8.219,6.266,4.801,4.801,6.266,9.196,12.614,14.079,12.614,10.173,7.243,5.29,4.801,3.337,1.383
5.636,7.1,7.589,7.589,8.077,8.565,9.542,8.077,5.636,2.706,1.729,2.218,4.659,5.636,5.147,3.682,1.729,1.241,1.241,1.241,0.264,-0.712,-1.2,-1.2,-0.224,0.264,0.264,-0.224,-0.224,1.729,4.171,6.612,8.077,7.589,5.636,3.194,0.753,-0.712,-2.177,-3.153,-4.13,-4.618,-4.13,-2.665,-1.2,-0.712,-1.2,-0.712,-0.224,1.729,4.659,6.124,5.636,4.659,3.194,3.682,5.147,8.077,10.518,10.03,7.1,3.682,2.706,3.682,6.124,7.589,6.612,5.147,4.171,5.636,8.077,9.542,8.565,5.636,2.706,2.218,4.171,6.612,8.565,9.054,8.077,7.1,5.636,5.147,5.636,6.612,5.636,3.682,-0.224,-5.107,-9.501,-10.966,-9.501,-7.06,-3.642,-0.712,0.753,2.218,3.682,5.147,6.612,6.612,5.147,2.706,0.753,0.264,1.729,4.171,6.124,7.1,6.612,5.636,5.147,5.636,7.589,10.518,12.96,13.936,13.936,11.007,7.1,2.706,0.264,0.264,4.171,9.542,14.425,16.866,16.378,12.96,9.054,6.124,5.636,7.1,10.03,13.448,17.354,20.284,22.237,23.214,23.702,24.679,26.143,28.585,31.026,33.956,35.909,37.862,39.815,43.233,47.139,49.581,49.581,47.139,44.21,42.257,42.745,44.21,44.698,43.722,40.304,36.397,32.979,30.05,27.608,25.167,23.214,21.261,20.772,21.749,24.679,27.608,30.538,31.514,30.538,29.073,26.632,23.702,20.284,17.843,16.866,16.866,16.866,16.378,13.936,11.007,7.589,4.171,0.753,-2.665,-4.618,-4.13,-1.2,2.706,6.612,8.077,9.054,9.542,10.518,12.96,14.425,14.425,11.983,9.542,8.565,10.03,11.983,12.472,10.518,6.612,3.194,1.729,3.194,4.659,5.636,3.194,0.753,-1.689,-1.689,0.264,3.194,5.636,8.077,8.565,10.03,11.007,11.983,11.983,11.007,9.054,7.1,6.612,7.1,8.077,9.054,11.007,12.96,14.425,14.913,12.96,10.518,8.077,6.612,7.1,9.054,10.518,11.983,12.472,12.472,11.983,10.03,7.589,4.171,1.729,-0.224,-0.712
11.668,4.832,-3.469,-6.887,-3.469,2.391,5.32,0.926,-6.399,-12.258,-11.281,-5.422,-0.051,-0.051,-5.422,-12.746,-14.699,-8.352,2.879,12.156,12.644,3.855,-7.375,-13.723,-11.77,-4.934,-1.027,-2.981,-8.352,-11.281,-8.84,-2.492,1.902,0.926,-4.445,-9.816,-11.77,-10.793,-9.816,-9.816,-11.281,-11.281,-7.375,-1.516,3.855,6.297,4.344,1.414,-1.516,-2.492,-1.516,-1.027,-0.539,0.437,2.879,7.273,10.691,12.156,8.738,0.926,-8.352,-13.723,-10.305,0.926,13.621,19.969,15.574,5.809,-2.004,-2.492,2.879,8.738,8.738,3.855,-1.027,-1.027,4.344,9.226,10.691,6.785,1.902,-1.027,-0.051,4.832,8.738,11.18,10.203,7.273,3.367,-0.539,-3.469,-4.445,-4.445,-2.492,-0.539,1.414,2.879,4.832,5.809,7.273,7.762,8.25,7.762,7.273,6.785,6.785,8.25,10.691,12.644,11.668,7.762,1.902,-1.027,3.367,14.598,26.805,32.176,26.805,15.574,5.809,3.855,8.25,12.644,13.133,10.203,8.25,10.203,15.086,18.504,16.551,10.691,5.809,4.832,7.762,11.18,13.133,13.621,12.644,12.644,12.156,10.203,7.762,6.297,7.762,11.18,12.644,9.715,3.367,-0.539,4.344,18.992,36.082,44.871,40.476,26.805,15.574,14.109,22.898,32.176,33.641,25.828,14.109,5.809,3.367,5.32,8.25,11.18,15.574,20.457,23.387,21.434,16.062,11.668,11.668,16.062,19.969,19.48,13.621,6.785,3.367,2.391,1.902,-1.027,-2.492,1.414,10.691,19.48,19.48,7.273,-10.305,-21.535,-20.07,-8.352,2.879,6.297,1.902,-2.981,-2.492,1.902,4.344,0.926,-5.422,-7.375,0.437,14.109,23.875,21.434,8.25,-4.934,-8.84,-3.469,3.855,4.832,-2.004,-10.793,-13.234,-8.352,-1.516,0.926,-0.539,-2.981,-1.027,4.344,9.226,9.715,4.344,-2.004,-4.445,-1.027,7.273,16.062,19.969,17.527,10.691,3.367,0.437,3.855,10.691,15.574,16.062,12.156,7.273,4.344,3.855,4.344,5.32,5.809,4.832,2.879,-0.539,-2.492,-1.516,4.344,12.644,18.016,16.062
4.588,7.029,8.982,9.959,9.471,7.517,5.564,3.611,2.146,0.193,-1.272,-1.76,-0.783,1.17,4.1,6.541,7.517,6.541,3.611,0.193,-2.248,-3.225,-2.736,-1.272,-0.783,-1.272,-2.248,-1.76,-0.295,2.146,5.076,7.029,7.517,6.053,3.611,0.682,-1.76,-3.225,-5.178,-6.643,-7.619,-8.108,-7.619,-6.643,-5.178,-4.69,-5.178,-5.666,-6.154,-6.154,-5.666,-4.69,-3.713,-2.248,0.193,3.611,8.006,12.889,15.818,14.842,9.471,2.635,-2.248,-2.736,0.193,4.1,4.588,3.123,0.682,2.146,5.076,7.517,6.541,1.17,-4.69,-6.643,-3.225,3.611,8.494,8.006,3.123,-2.248,-3.713,-1.272,3.611,7.029,7.029,3.611,-1.272,-5.666,-8.108,-8.108,-6.643,-3.713,-0.783,0.682,0.682,0.193,-0.295,1.17,3.123,4.1,2.146,-0.783,-2.248,-0.783,2.146,5.076,5.076,3.611,3.123,5.076,8.494,11.912,12.889,11.912,10.935,10.935,10.935,9.471,6.053,1.658,-1.272,-1.272,1.658,6.053,8.494,8.982,7.517,6.053,6.053,7.517,10.447,12.4,12.889,10.935,8.006,6.053,7.517,12.4,18.26,21.678,21.189,17.771,13.865,12.889,13.865,15.818,16.795,17.771,20.213,25.096,30.467,33.885,34.861,32.908,30.955,30.955,32.42,33.885,31.932,27.537,22.166,18.26,17.771,19.236,20.213,19.725,17.771,17.283,19.236,21.678,23.631,23.142,21.678,20.701,21.678,22.654,22.166,19.236,14.842,11.424,9.959,10.447,11.424,10.447,8.006,4.588,1.17,-0.783,-0.783,1.658,3.611,5.076,5.564,5.076,6.053,8.006,11.424,15.818,19.236,20.213,17.771,13.865,9.959,8.982,10.447,12.889,13.377,10.935,6.053,2.146,1.17,4.1,7.517,8.494,6.541,3.123,1.658,3.123,8.494,13.865,17.283,17.771,17.283,16.795,17.771,18.748,17.283,12.889,7.517,3.611,3.611,7.029,12.4,16.795,19.236,19.236,17.771,15.33,12.4,9.959,9.471,10.935,13.377,15.33,16.307,15.818,13.865,12.4,11.424,10.447,9.959,8.982,8.006,6.053
-3.398,-1.933,0.509,3.438,6.368,7.345,6.856,4.903,1.973,0.02,-0.956,-0.468,0.02,0.02,0.02,-0.956,-2.421,-2.909,-2.909,-2.421,-1.933,-1.933,-1.933,-1.933,-1.933,-2.421,-2.909,-3.398,-2.909,-0.956,1.485,2.462,2.462,1.485,0.02,-0.956,-1.933,-2.909,-4.862,-6.327,-7.792,-7.304,-5.839,-3.886,-1.444,0.02,1.973,3.438,4.415,4.415,3.927,2.95,2.462,1.973,2.462,3.927,5.391,7.833,8.809,8.809,6.856,4.903,3.927,3.438,2.95,2.462,1.973,1.973,2.95,4.415,5.391,5.391,3.927,1.973,0.997,1.973,3.927,6.368,7.345,7.345,5.88,3.438,2.462,2.462,3.438,5.391,5.391,3.438,-0.956,-5.351,-8.28,-8.769,-7.792,-5.839,-4.374,-2.421,-0.468,1.485,3.438,4.903,5.88,5.391,4.415,3.438,2.462,2.95,3.927,5.88,7.345,7.833,6.856,5.391,4.415,3.927,4.903,6.856,8.809,9.786,9.786,8.321,5.88,1.973,0.02,0.509,3.438,8.809,13.204,15.645,14.181,10.274,6.368,2.95,1.973,2.462,4.415,7.345,10.763,13.204,14.181,13.204,11.251,9.786,9.786,11.251,13.692,16.622,18.575,20.528,23.458,26.388,28.829,29.317,27.364,23.946,21.993,22.481,24.434,26.388,26.388,23.946,21.505,20.04,20.04,21.016,20.04,17.11,12.227,8.321,6.368,7.833,11.739,16.134,19.063,19.063,18.087,16.134,15.157,13.692,11.739,9.786,8.321,7.833,8.321,8.321,7.833,5.391,1.485,-2.909,-6.816,-9.257,-10.234,-9.257,-6.816,-3.398,0.02,2.462,3.927,4.415,4.415,4.903,5.391,5.88,5.88,4.903,3.927,2.95,1.973,1.485,0.997,0.509,-0.956,-2.421,-3.398,-3.398,-2.421,-1.933,-1.933,-2.909,-3.398,-2.909,-0.468,1.973,3.438,3.927,3.438,3.438,5.391,7.345,8.809,8.809,6.856,3.927,1.973,1.973,3.438,5.88,7.833,8.321,7.345,6.368,4.903,3.927,2.462,1.973,1.973,2.95,4.903,5.391,5.391,4.415,3.927,2.95,1.485,-1.933,-5.839,-8.28
0.732,2.197,3.662,4.639,6.104,7.08,7.08,5.615,3.174,0.244,-1.709,-2.197,-0.732,0.732,1.709,1.221,0.244,-1.221,-1.709,-2.197,-2.686,-3.174,-3.174,-3.174,-2.686,-2.197,-1.709,-0.732,0.244,1.709,2.686,3.662,4.15,4.15,4.15,3.662,2.686,0.732,-1.709,-3.662,-5.127,-5.615,-5.127,-4.15,-3.662,-3.174,-1.709,0.244,1.709,3.174,4.15,4.15,2.686,1.709,0.732,1.709,3.174,6.104,8.057,8.057,6.592,4.15,3.174,3.174,4.15,4.15,3.174,1.709,1.709,3.662,6.104,7.08,5.615,2.197,-0.732,-1.221,0.732,4.639,7.08,7.568,6.104,4.15,2.686,3.174,3.662,4.15,2.686,-0.244,-4.639,-8.545,-10.986,-10.986,-9.033,-6.592,-3.662,-1.709,-0.244,0.732,1.709,3.174,3.662,3.662,2.686,1.221,0.244,0.732,1.709,2.686,3.662,3.174,2.686,2.197,1.709,2.686,4.15,6.104,8.057,8.545,7.568,5.127,1.221,-2.197,-3.662,-2.686,0.732,6.104,10.498,12.939,12.451,10.01,6.104,2.686,0.732,1.221,3.174,6.592,10.01,12.939,13.916,13.916,13.428,12.939,13.428,14.404,16.357,18.311,20.264,21.729,23.682,26.123,28.564,29.541,29.541,27.588,25.146,23.682,23.682,24.658,25.146,24.658,23.193,20.752,19.287,17.334,15.869,13.428,10.986,9.033,8.057,10.01,13.428,17.334,19.775,20.752,19.775,18.311,16.357,14.404,12.451,10.498,8.545,8.545,8.545,9.521,9.033,7.568,4.639,0.244,-4.15,-7.08,-8.057,-7.08,-3.662,-0.732,1.709,3.174,4.639,6.104,8.057,9.521,9.521,8.545,7.08,5.127,5.127,5.615,6.104,5.615,4.15,2.197,0.244,-0.244,0.732,1.221,1.709,1.221,-0.244,-1.709,-2.686,-1.221,1.221,4.15,6.104,6.592,6.104,5.615,5.615,6.104,6.104,6.104,5.615,4.639,4.639,5.127,6.592,8.057,9.521,9.521,8.545,6.592,4.639,3.174,3.174,4.15,5.615,7.08,8.057,9.033,8.545,7.568,5.615,3.174,0.732,-1.709,-3.662,-4.639
-4.506,-3.53,-1.577,0.865,3.794,5.747,6.236,4.771,2.33,-0.112,-2.065,-2.553,-1.577,-0.112,0.865,0.376,-0.6,-1.577,-2.553,-2.553,-3.042,-3.042,-3.042,-2.553,-2.065,-1.088,-0.112,0.376,1.353,2.33,2.818,2.33,1.353,1.353,1.841,2.818,3.306,1.841,-0.112,-2.553,-4.506,-5.971,-5.971,-5.483,-4.018,-1.577,1.841,4.771,6.724,7.212,5.747,3.794,1.841,-0.112,-0.6,-0.112,1.353,3.306,5.259,5.747,5.259,4.283,3.306,2.33,0.865,-0.112,-0.6,-0.112,1.353,3.306,4.283,3.794,2.33,0.376,-1.088,-0.6,0.865,2.818,4.771,5.747,5.747,4.283,2.818,1.353,1.353,1.353,1.353,-0.6,-4.018,-6.46,-8.413,-8.413,-6.948,-4.995,-3.53,-3.042,-2.553,-1.088,0.865,2.818,4.283,3.794,2.818,1.353,0.376,0.376,0.865,1.353,1.353,0.865,-0.6,-1.577,-1.577,-1.088,-0.112,1.353,2.818,2.818,2.33,-0.112,-2.553,-5.971,-6.948,-5.483,-1.577,3.306,7.212,9.165,8.677,6.236,2.818,-0.112,-2.553,-3.042,-2.065,0.865,4.283,7.212,8.189,7.701,6.236,4.771,4.283,4.771,5.747,6.724,7.701,9.654,12.095,15.025,16.978,16.978,14.537,11.607,9.165,8.677,8.677,9.165,8.677,7.701,7.701,8.189,9.165,9.654,8.189,5.259,2.33,-0.6,-2.065,-1.088,2.33,6.236,9.654,11.119,11.119,9.654,8.189,6.236,3.794,1.841,0.865,0.865,1.841,2.818,2.818,0.865,-2.065,-5.483,-8.901,-10.366,-10.366,-8.901,-6.46,-4.506,-2.553,-0.6,0.865,2.33,2.818,2.818,2.33,1.841,1.353,0.865,0.865,0.865,0.376,-0.112,-1.088,-2.553,-4.506,-5.483,-5.483,-4.018,-2.553,-2.065,-2.553,-4.018,-4.506,-3.53,-1.577,0.865,1.353,0.376,-1.577,-3.042,-2.553,-0.6,1.841,3.306,2.818,1.353,-0.112,-0.6,-0.112,0.376,0.865,-0.112,-1.088,-2.553,-3.042,-3.042,-2.553,-3.53,-3.53,-3.042,-1.577,-0.6,-0.6,-1.088,-2.065,-3.042,-4.506,-6.948,-9.878,-11.831
-0.58,1.373,2.838,5.28,6.744,7.233,6.256,3.326,-0.092,-3.021,-4.974,-4.974,-3.51,-1.556,0.885,2.35,1.862,0.397,-1.556,-3.51,-4.486,-4.486,-4.486,-3.998,-3.51,-2.533,-1.068,0.397,0.885,0.397,-1.068,-1.068,0.397,2.35,4.791,5.28,4.303,2.35,-0.58,-3.021,-5.463,-7.416,-8.392,-8.881,-8.392,-6.927,-4.974,-2.533,-0.092,2.35,3.815,3.815,1.862,0.397,-0.58,0.885,2.838,5.768,6.744,6.256,4.303,3.326,3.326,3.326,3.815,3.326,1.862,0.885,0.885,2.35,4.303,3.815,1.373,-3.021,-5.951,-6.439,-3.51,-0.092,2.838,2.838,1.373,-0.58,-1.068,0.397,2.35,3.326,1.862,-1.556,-6.439,-9.857,-11.81,-11.81,-9.369,-6.927,-4.486,-2.533,-1.556,0.397,2.35,2.838,2.35,0.397,-2.045,-2.533,-1.556,0.885,2.35,2.35,1.373,-0.092,-0.092,0.397,1.373,1.862,2.838,3.815,5.768,6.256,4.791,0.885,-3.998,-7.416,-6.927,-3.998,0.397,4.303,5.768,6.744,6.744,5.28,3.326,-0.092,-3.021,-3.998,-2.045,1.862,5.768,7.721,7.721,6.744,6.256,6.744,7.233,8.209,8.209,8.209,9.186,11.139,13.092,14.557,15.533,16.51,16.51,16.022,14.557,13.092,12.604,12.604,13.58,14.069,13.58,11.627,9.674,6.744,5.28,3.815,2.838,2.35,2.838,4.791,7.233,10.162,11.627,11.627,11.139,9.186,7.721,5.768,4.303,3.815,3.815,4.303,4.791,4.791,4.303,2.35,-0.092,-3.021,-6.439,-8.392,-8.392,-5.951,-3.51,-1.556,-1.068,-0.58,0.885,4.303,7.233,9.186,7.721,4.791,1.373,-0.092,0.397,2.35,3.326,2.838,0.885,-0.58,-1.068,-0.58,-0.092,-0.092,-1.556,-3.51,-4.974,-5.463,-4.486,-2.533,0.397,3.326,5.28,5.28,3.815,1.862,-0.092,-0.092,0.397,0.885,0.885,0.397,0.397,1.862,3.815,5.768,6.256,5.768,3.326,1.373,0.397,0.397,1.373,2.838,4.303,5.28,6.256,6.744,6.744,4.791,1.862,-2.045,-4.974,-6.439,-5.463,-4.486
-10.874,-9.898,-5.015,0.844,4.751,4.751,1.821,-0.621,-1.597,-1.109,-0.621,-1.109,-1.109,-0.621,1.821,4.262,4.751,2.309,-2.574,-7.456,-9.41,-7.456,-3.55,-0.621,-0.132,-3.062,-5.992,-7.456,-5.503,-2.085,0.844,0.844,-0.621,-2.085,-2.085,-2.085,-3.062,-5.503,-8.433,-10.386,-9.898,-7.456,-4.527,-2.574,-1.109,0.356,2.309,4.262,4.751,2.797,-0.132,-1.597,-1.597,0.356,3.286,5.727,7.68,8.657,9.145,10.122,9.633,8.169,4.751,-0.132,-4.527,-6.48,-4.527,0.844,5.239,6.215,3.774,-0.132,-2.574,-1.109,1.821,4.262,3.774,2.797,2.309,2.797,3.286,2.309,0.356,-0.621,0.844,4.262,6.704,5.239,0.844,-4.527,-7.945,-8.433,-6.968,-5.015,-4.527,-4.038,-2.574,-0.621,1.821,3.774,3.774,3.286,2.309,1.821,2.309,3.286,5.239,7.192,8.657,9.145,9.633,9.145,8.169,7.192,4.262,0.844,-0.621,0.844,4.262,7.192,6.704,1.821,-3.55,-5.503,-2.085,4.262,9.633,11.098,8.169,4.262,1.333,0.844,1.333,1.821,1.333,2.309,4.262,6.704,7.192,5.239,2.309,-0.132,-0.621,1.821,5.239,8.169,10.61,13.051,16.469,18.911,18.422,14.028,8.169,4.751,6.704,12.075,16.958,17.934,14.516,10.122,8.169,9.633,13.54,16.469,16.469,13.54,7.68,1.333,-3.55,-4.527,-0.621,6.215,11.587,13.051,10.61,7.192,5.727,6.215,7.192,6.215,4.262,3.286,4.751,6.704,6.704,1.821,-6.48,-13.804,-15.757,-13.316,-9.41,-7.945,-9.41,-11.363,-9.898,-5.015,0.356,2.309,1.333,-0.132,0.844,4.751,7.68,6.215,0.356,-6.968,-9.898,-7.456,-2.085,0.356,-3.062,-8.921,-13.804,-13.316,-8.921,-5.503,-4.527,-7.456,-9.898,-8.921,-5.015,-0.621,1.333,0.356,-1.597,-1.597,1.821,6.704,9.633,8.169,1.333,-5.503,-9.41,-7.456,-1.597,3.774,4.751,2.309,-1.109,-1.597,-0.621,0.844,-0.132,-3.55,-5.503,-5.503,-2.574,0.356,2.309,3.286,4.262,4.262,2.309,-4.038,-11.851,-17.222
-10.386,-6.968,2.309,13.54,19.399,16.469,6.704,-3.062,-7.456,-5.503,-2.574,-2.574,-6.968,-11.363,-10.386,-2.574,7.192,12.563,10.122,2.797,-5.015,-7.456,-5.992,-3.55,-4.038,-6.968,-7.456,-3.55,2.797,7.192,5.727,-0.132,-5.992,-5.992,-1.109,3.286,2.309,-3.062,-9.41,-10.874,-5.992,1.821,5.727,1.821,-7.456,-16.734,-19.663,-15.757,-8.433,-2.574,-1.597,-5.015,-8.433,-7.945,-1.597,7.68,15.493,17.934,14.028,6.215,-1.109,-4.038,-2.085,0.356,0.356,-2.085,-3.55,-0.132,8.169,15.004,15.004,6.704,-5.992,-14.292,-14.292,-7.456,-1.109,-0.132,-4.038,-9.41,-11.363,-9.898,-5.015,1.333,7.68,14.028,16.958,13.54,3.774,-8.433,-16.734,-15.757,-7.945,-0.132,1.821,-3.55,-8.433,-6.968,2.797,14.516,18.911,12.075,-0.621,-10.874,-10.874,-2.574,5.727,6.704,0.844,-5.015,-4.038,4.751,16.469,22.329,19.887,12.563,6.704,6.704,8.657,7.192,0.844,-6.48,-8.433,-3.062,5.727,10.122,6.215,-0.621,-2.574,4.262,14.516,19.887,15.004,3.286,-6.48,-6.968,0.356,10.61,16.958,17.934,15.493,12.075,8.657,5.727,4.262,6.704,10.122,12.563,9.633,4.262,1.821,6.704,17.446,27.212,28.676,20.376,9.633,3.774,6.704,15.004,20.864,21.352,17.934,14.516,12.563,11.098,7.68,3.286,1.333,2.309,4.751,7.192,9.145,13.54,19.887,24.77,23.305,13.54,1.821,-5.015,-3.062,4.751,10.61,11.587,9.145,8.657,11.098,12.075,7.192,-2.085,-9.898,-11.363,-6.48,-0.132,2.797,3.774,7.192,15.981,24.77,26.235,17.446,4.262,-5.503,-4.527,3.774,10.122,8.169,0.356,-5.015,-0.132,12.075,21.84,20.376,8.169,-5.992,-11.363,-5.015,5.239,9.145,4.751,-2.574,-1.597,9.633,23.794,29.165,21.352,6.704,-3.55,-3.062,4.751,9.145,5.727,-3.062,-6.48,0.844,16.469,28.676,29.653,17.934,3.286,-3.062,0.844,10.122,15.493,12.563,5.239,0.356,3.286,11.098,18.911,20.864,15.493,7.192,1.333,0.356,3.774
